Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.10.3-192.168.10.14-53-64887-17,192.168.10.14,64887,192.168.10.3,53,17,4/7/2017 9:48,30872,2,2,58,90.0,29,29,29.0,0.0,45,45,45.0,0.0,4793.98808,129.5672454,10290.66667,17778.93907,30820.0,3.0,3.0,3.0,0.0,3.0,3.0,49.0,49.0,0.0,49.0,49.0,0,0,0,0,40,40,64.7836227,64.7836227,29,45,35.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,44.25,29.0,45.0,40,0,0,0,0,0,0,2,58,2,90,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.1-192.168.10.3-53-62291-17,192.168.10.3,62291,192.168.10.1,53,17,4/7/2017 9:48,60763,1,1,48,242.0,48,48,48.0,0.0,242,242,242.0,0.0,4772.641245,32.91476721,60763.0,0.0,60763.0,60763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,32,16.45738361,16.45738361,48,242,112.6666667,112.0059522,12545.33333,0,0,0,0,0,0,0,0,1,169.0,48.0,242.0,20,0,0,0,0,0,0,1,48,1,242,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
172.16.0.1-192.168.10.50-55992-21-6,172.16.0.1,55992,192.168.10.50,21,6,4/7/2017 9:48,9139419,9,15,104,188.0,21,0,11.55555556,9.139353247,34,0,12.53333333,14.54975045,31.94951452,2.625987494,397366.0435,1036960.293,3335630.0,3.0,6017015.0,752126.875,1405103.621,3378740.0,4.0,9139291.0,652806.5,1280684.081,3335630.0,3.0,0,0,0,0,296,488,0.98474531,1.641242184,0,34,11.68,12.54897074,157.4766667,0,0,0,1,0,0,0,0,1,12.16666667,11.55555556,12.53333333,296,0,0,0,0,0,0,9,104,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-56000-21-6,172.16.0.1,56000,192.168.10.50,21,6,4/7/2017 9:48,251,2,1,14,0.0,14,0,7.0,9.899494937,0,0,0.0,0.0,55776.89243,11952.19124,125.5,74.24621202,178.0,73.0,251.0,251.0,0.0,251.0,251.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,20,7968.12749,3984.063745,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
192.168.10.3-192.168.10.14-53-61967-17,192.168.10.14,61967,192.168.10.3,53,17,4/7/2017 9:48,236,2,2,60,252.0,30,30,30.0,0.0,126,126,126.0,0.0,1322033.898,16949.15254,78.66666667,53.11622477,140.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,0,0,0,0,40,40,8474.576271,8474.576271,30,126,68.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,85.5,30.0,126.0,40,0,0,0,0,0,0,2,60,2,252,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.5-53-50014-17,192.168.10.5,50014,192.168.10.3,53,17,4/7/2017 9:48,213,2,2,132,388.0,66,66,66.0,0.0,194,194,194.0,0.0,2441314.554,18779.34272,71.0,116.9144987,206.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,64,9389.671362,9389.671362,66,194,117.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,146.5,66.0,194.0,64,0,0,0,0,0,0,2,132,2,388,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
172.16.0.1-192.168.10.50-55914-21-6,172.16.0.1,55914,192.168.10.50,21,6,4/7/2017 9:48,220,2,1,14,0.0,14,0,7.0,9.899494937,0,0,0.0,0.0,63636.36364,13636.36364,110.0,79.19595949,166.0,54.0,220.0,220.0,0.0,220.0,220.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,20,9090.909091,4545.454545,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
192.168.10.1-192.168.10.3-53-61489-17,192.168.10.3,61489,192.168.10.1,53,17,4/7/2017 9:48,61017,1,1,46,102.0,46,46,46.0,0.0,102,102,102.0,0.0,2425.553534,32.77775046,61017.0,0.0,61017.0,61017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,16.38887523,16.38887523,46,102,64.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,0,1,97.0,46.0,102.0,20,0,0,0,0,0,0,1,46,1,102,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
172.16.0.1-192.168.10.50-55960-21-6,172.16.0.1,55960,192.168.10.50,21,6,4/7/2017 9:48,232,2,1,14,0.0,14,0,7.0,9.899494937,0,0,0.0,0.0,60344.82759,12931.03448,116.0,41.01219331,145.0,87.0,232.0,232.0,0.0,232.0,232.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,20,8620.689655,4310.344828,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-55954-21-6,172.16.0.1,55954,192.168.10.50,21,6,4/7/2017 9:48,8727464,9,15,103,188.0,21,0,11.44444444,9.02927338,34,0,12.53333333,14.54975045,33.34301923,2.74993973,379454.9565,987043.9881,3120552.0,3.0,6077065.0,759633.125,1406430.585,3164322.0,218.0,8727344.0,623381.7143,1218605.397,3120552.0,3.0,0,0,0,0,296,488,1.031227399,1.718712332,0,34,11.64,12.52291233,156.8233333,0,0,0,1,0,0,0,0,1,12.125,11.44444444,12.53333333,296,0,0,0,0,0,0,9,103,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
192.168.10.14-5.9.20.36-50708-80-6,192.168.10.14,50708,5.9.20.36,80,6,4/7/2017 9:48,9159759,4,3,530,386.0,530,0,132.5,265.0,386,0,128.6666667,222.8572039,100.0026311,0.764212246,1526626.5,2276100.99,4944356.0,46.0,4215403.0,1405134.333,2182893.528,3925509.0,116525.0,9043280.0,4521640.0,677546.8893,5000738.0,4042542.0,0,0,0,0,92,72,0.436692712,0.327519534,0,530,114.5,215.4775427,46430.57143,0,0,0,1,0,0,0,0,0,130.8571429,132.5,128.6666667,92,0,0,0,0,0,0,4,530,3,386,8192,237,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
172.16.0.1-192.168.10.50-55884-21-6,172.16.0.1,55884,192.168.10.50,21,6,4/7/2017 9:48,48,2,0,14,0.0,14,0,7.0,9.899494937,0,0,0.0,0.0,291666.6667,41666.66667,48.0,0.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,0,41666.66667,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
192.168.10.16-54.192.36.79-58606-80-6,192.168.10.16,58606,54.192.36.79,80,6,4/7/2017 9:48,117950961,42,42,1696,41806.0,348,0,40.38095238,111.243515,2896,0,995.3809524,745.3213729,368.8142905,0.71216037,1421095.916,3471511.002,10200000.0,0.0,118000000.0,2876852.707,4536150.703,10300000.0,51.0,115000000.0,2795706.878,4559678.033,10300000.0,49.0,0,0,0,0,1352,1352,0.356080185,0.356080185,0,2896,511.7882353,712.9800988,508340.6213,0,0,0,1,0,0,0,0,1,517.8809524,40.38095238,995.3809524,1352,0,0,0,0,0,0,42,1696,42,41806,29200,135,5,32,225861.8182,645892.1831,2173300.0,31014.0,10200000.0,59041.47815,10200000.0,10000000.0,BENIGN
172.16.0.1-192.168.10.50-55898-21-6,172.16.0.1,55898,192.168.10.50,21,6,4/7/2017 9:48,3,2,0,14,0.0,14,0,7.0,9.899494937,0,0,0.0,0.0,4666666.667,666666.6667,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,0,666666.6667,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-56094-21-6,172.16.0.1,56094,192.168.10.50,21,6,4/7/2017 9:49,232,2,1,14,0.0,14,0,7.0,9.899494937,0,0,0.0,0.0,60344.82759,12931.03448,116.0,62.22539674,160.0,72.0,232.0,232.0,0.0,232.0,232.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,20,8620.689655,4310.344828,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-56100-21-6,172.16.0.1,56100,192.168.10.50,21,6,4/7/2017 9:49,252,2,1,14,0.0,14,0,7.0,9.899494937,0,0,0.0,0.0,55555.55556,11904.7619,126.0,65.05382387,172.0,80.0,252.0,252.0,0.0,252.0,252.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,20,7936.507937,3968.253968,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
192.168.10.3-192.168.10.14-53-59300-17,192.168.10.14,59300,192.168.10.3,53,17,4/7/2017 9:49,270,2,2,90,146.0,45,45,45.0,0.0,73,73,73.0,0.0,874074.0741,14814.81481,90.0,114.7126846,220.0,3.0,47.0,47.0,0.0,47.0,47.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,7407.407407,7407.407407,45,73,56.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,70.25,45.0,73.0,40,0,0,0,0,0,0,2,90,2,146,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.5-52.86.68.253-51548-80-6,192.168.10.5,51548,52.86.68.253,80,6,4/7/2017 9:49,60627216,10,10,1731,187.0,1725,0,173.1,545.2822816,187,0,18.7,59.13459225,31.63595703,0.329884849,3190906.105,4752262.617,10000000.0,129.0,60400000.0,6708166.778,4999736.824,10100000.0,461.0,60600000.0,6730719.333,4983930.667,10100000.0,2982.0,0,0,0,0,212,284,0.164942425,0.164942425,0,1725,91.33333333,376.5250766,141771.1333,0,0,0,1,0,0,0,0,1,95.9,173.1,18.7,212,0,0,0,0,0,0,10,1731,10,187,8192,119,7,20,63041.83333,30812.39531,125937.0,50350.0,9999208.333,10989.93171,10000000.0,9978542.0,BENIGN
172.16.0.1-192.168.10.50-56116-21-6,172.16.0.1,56116,192.168.10.50,21,6,4/7/2017 9:49,8930590,9,15,102,188.0,21,0,11.33333333,8.93028555,34,0,12.53333333,14.54975045,32.47265858,2.687392434,388286.5217,1000242.171,3160867.0,3.0,6236799.0,779599.875,1419325.936,3204306.0,209.0,8930486.0,637891.8571,1233564.596,3160867.0,3.0,0,0,0,0,296,488,1.007772163,1.679620271,0,34,11.6,12.5,156.25,0,0,0,1,0,0,0,0,1,12.08333333,11.33333333,12.53333333,296,0,0,0,0,0,0,9,102,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-56078-21-6,172.16.0.1,56078,192.168.10.50,21,6,4/7/2017 9:49,9538883,9,15,102,188.0,21,0,11.33333333,8.93028555,34,0,12.53333333,14.54975045,30.40188248,2.516017861,414734.0435,1076014.088,3240558.0,4.0,6512346.0,814043.25,1500920.988,3282240.0,48.0,9538728.0,681337.7143,1328066.976,3240558.0,4.0,0,0,0,0,296,488,0.943506698,1.572511163,0,34,11.6,12.5,156.25,0,0,0,1,0,0,0,0,1,12.08333333,11.33333333,12.53333333,296,0,0,0,0,0,0,9,102,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-56004-21-6,172.16.0.1,56004,192.168.10.50,21,6,4/7/2017 9:49,258,2,1,14,0.0,14,0,7.0,9.899494937,0,0,0.0,0.0,54263.56589,11627.90698,129.0,98.99494937,199.0,59.0,258.0,258.0,0.0,258.0,258.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,20,7751.937984,3875.968992,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
192.168.10.8-52.24.31.137-50864-443-6,192.168.10.8,50864,52.24.31.137,443,6,4/7/2017 9:49,61183106,14,13,1258,3978.0,911,0,89.85714286,244.789975,1615,0,306.0,591.6192469,85.57917932,0.441298289,2353196.385,4267742.386,9993294.0,57.0,61200000.0,4706392.769,5163220.345,10100000.0,124.0,61100000.0,5091489.417,5208449.858,10100000.0,230.0,0,0,0,0,292,264,0.228821335,0.212476954,0,1615,187.0,444.3190379,197419.4074,0,0,0,1,0,0,0,0,0,193.9259259,89.85714286,306.0,292,0,0,0,0,0,0,14,1258,13,3978,8192,31885,9,20,128295.3333,106528.1513,345745.0,84744.0,9992583.333,703.8734735,9993294.0,9991301.0,BENIGN
192.168.10.5-52.73.0.73-51520-443-6,192.168.10.5,51520,52.73.0.73,443,6,4/7/2017 9:49,5075082,9,6,358,5049.0,201,0,39.77777778,73.31230759,1855,0,841.5,840.3055992,1065.401505,2.955617269,362505.8571,1304788.482,4895278.0,3.0,5075082.0,634385.25,1721899.693,4895278.0,3.0,109594.0,21918.8,28957.49201,56096.0,49.0,0,0,0,0,192,132,1.773370361,1.182246908,0,1855,337.9375,632.9460713,400620.7292,0,0,0,1,0,0,0,0,0,360.4666667,39.77777778,841.5,192,0,0,0,0,0,0,9,358,6,5049,8192,219,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.1-192.168.10.3-53-61146-17,192.168.10.3,61146,192.168.10.1,53,17,4/7/2017 9:49,1042,1,1,44,96.0,44,44,44.0,0.0,96,96,96.0,0.0,134357.0058,1919.385797,1042.0,0.0,1042.0,1042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,959.6928983,959.6928983,44,96,61.33333333,30.022214,901.3333333,0,0,0,0,0,0,0,0,1,92.0,44.0,96.0,40,0,0,0,0,0,0,1,44,1,96,-1,-1,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
172.16.0.1-192.168.10.50-56056-21-6,172.16.0.1,56056,192.168.10.50,21,6,4/7/2017 9:49,3,2,0,14,0.0,14,0,7.0,9.899494937,0,0,0.0,0.0,4666666.667,666666.6667,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,0,666666.6667,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-56012-21-6,172.16.0.1,56012,192.168.10.50,21,6,4/7/2017 9:49,207,2,1,14,0.0,14,0,7.0,9.899494937,0,0,0.0,0.0,67632.85024,14492.75362,103.5,26.1629509,122.0,85.0,207.0,207.0,0.0,207.0,207.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,20,9661.835749,4830.917874,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
192.168.10.3-192.168.10.15-53-49687-17,192.168.10.15,49687,192.168.10.3,53,17,4/7/2017 9:49,37255,4,2,164,240.0,41,41,41.0,0.0,120,120,120.0,0.0,10844.18199,161.0522078,7451.0,11337.59661,25738.0,48.0,25834.0,8611.333333,14832.12842,25738.0,48.0,50.0,50.0,0.0,50.0,50.0,0,0,0,0,80,40,107.3681385,53.68406925,41,120,63.57142857,38.54805288,1485.952381,0,0,0,0,0,0,0,0,0,74.16666667,41.0,120.0,80,0,0,0,0,0,0,4,164,2,240,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
172.16.0.1-192.168.10.50-56076-21-6,172.16.0.1,56076,192.168.10.50,21,6,4/7/2017 9:49,9691044,9,15,107,188.0,23,0,11.88888889,9.545214042,34,0,12.53333333,14.54975045,30.44047679,2.476513366,421349.7391,1104258.719,3548822.0,3.0,6272457.0,784057.125,1470045.338,3592994.0,4.0,9690921.0,692208.6429,1364434.251,3548822.0,3.0,0,0,0,0,296,488,0.928692512,1.547820854,0,34,11.8,12.64911064,160.0,0,0,0,1,0,0,0,0,1,12.29166667,11.88888889,12.53333333,296,0,0,0,0,0,0,9,107,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-56122-21-6,172.16.0.1,56122,192.168.10.50,21,6,4/7/2017 9:49,268,2,1,14,0.0,14,0,7.0,9.899494937,0,0,0.0,0.0,52238.80597,11194.02985,134.0,19.79898987,148.0,120.0,268.0,268.0,0.0,268.0,268.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,20,7462.686567,3731.343284,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-56036-21-6,172.16.0.1,56036,192.168.10.50,21,6,4/7/2017 9:49,9882167,9,15,111,188.0,25,0,12.33333333,10.07472084,34,0,12.53333333,14.54975045,30.25652167,2.428617124,429659.4348,1116156.977,3354977.0,3.0,6730407.0,841300.875,1554306.458,3398237.0,4.0,9882075.0,705862.5,1377804.35,3354977.0,3.0,0,0,0,0,296,488,0.910731422,1.517885703,0,34,11.96,12.78827588,163.54,0,0,0,1,0,0,0,0,1,12.45833333,12.33333333,12.53333333,296,0,0,0,0,0,0,9,111,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-56042-21-6,172.16.0.1,56042,192.168.10.50,21,6,4/7/2017 9:49,224,2,1,14,0.0,14,0,7.0,9.899494937,0,0,0.0,0.0,62500.0,13392.85714,112.0,42.42640687,142.0,82.0,224.0,224.0,0.0,224.0,224.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,20,8928.571429,4464.285714,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-56040-21-6,172.16.0.1,56040,192.168.10.50,21,6,4/7/2017 9:49,9062774,9,15,105,188.0,23,0,11.66666667,9.354143467,34,0,12.53333333,14.54975045,32.330057,2.648195795,394033.6522,1022690.069,3228028.0,4.0,6312202.0,789025.25,1455812.112,3275607.0,241.0,9062708.0,647336.2857,1262302.426,3228028.0,4.0,0,0,0,0,296,488,0.993073423,1.655122372,0,34,11.72,12.60132268,158.7933333,0,0,0,1,0,0,0,0,1,12.20833333,11.66666667,12.53333333,296,0,0,0,0,0,0,9,105,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
192.168.10.3-192.168.10.50-3268-52838-6,192.168.10.50,52838,192.168.10.3,3268,6,4/7/2017 9:49,85,1,4,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,58823.52941,21.25,23.97741993,48.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,16.66666667,27.13546265,48.0,1.0,0,0,0,0,32,104,11764.70588,47058.82353,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,4,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,4,0,299,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
172.16.0.1-192.168.10.50-56130-21-6,172.16.0.1,56130,192.168.10.50,21,6,4/7/2017 9:49,269,2,1,14,0.0,14,0,7.0,9.899494937,0,0,0.0,0.0,52044.60967,11152.41636,134.5,40.30508653,163.0,106.0,269.0,269.0,0.0,269.0,269.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,20,7434.944238,3717.472119,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-56120-21-6,172.16.0.1,56120,192.168.10.50,21,6,4/7/2017 9:49,250,2,1,14,0.0,14,0,7.0,9.899494937,0,0,0.0,0.0,56000.0,12000.0,125.0,45.254834,157.0,93.0,250.0,250.0,0.0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,20,8000.0,4000.0,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-56130-21-6,172.16.0.1,56130,192.168.10.50,21,6,4/7/2017 9:49,8879186,9,15,108,188.0,27,0,12.0,9.886859967,34,0,12.53333333,14.54975045,33.33638917,2.702950473,386051.5652,977631.3419,3140610.0,3.0,5696523.0,712065.375,1253474.237,2772721.0,216.0,8879120.0,634222.8571,1203317.928,3140610.0,3.0,0,0,0,0,296,488,1.013606427,1.689344046,0,34,11.84,12.7366924,162.2233333,0,0,0,1,0,0,0,0,1,12.33333333,12.0,12.53333333,296,0,0,0,0,0,0,9,108,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
178.255.83.1-192.168.10.5-80-51523-6,192.168.10.5,51523,178.255.83.1,80,6,4/7/2017 9:49,47650,3,4,435,859.0,435,0,145.0,251.1473671,859,0,214.75,429.5,27156.34837,146.9045121,7941.666667,12092.10251,23783.0,2.0,23607.0,11803.5,16473.46668,23452.0,155.0,24331.0,8110.333333,13822.93545,24071.0,2.0,0,0,0,0,72,92,62.9590766,83.94543547,0,859,161.75,320.2234711,102543.0714,0,0,0,1,0,0,0,0,1,184.8571429,145.0,214.75,72,0,0,0,0,0,0,3,435,4,859,8192,31,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
172.16.0.1-192.168.10.50-56138-21-6,172.16.0.1,56138,192.168.10.50,21,6,4/7/2017 9:49,9998501,9,15,109,188.0,25,0,12.11111111,9.854496999,34,0,12.53333333,14.54975045,29.7044527,2.400359814,434717.4348,1134628.507,3676317.0,3.0,6990024.0,873753.0,1620581.326,3718293.0,186.0,9998386.0,714170.4286,1401332.776,3676317.0,3.0,0,0,0,0,296,488,0.90013493,1.500224884,0,34,11.88,12.72896958,162.0266667,0,0,0,1,0,0,0,0,1,12.375,12.11111111,12.53333333,296,0,0,0,0,0,0,9,109,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-56058-21-6,172.16.0.1,56058,192.168.10.50,21,6,4/7/2017 9:49,9412378,9,15,107,188.0,23,0,11.88888889,9.545214042,34,0,12.53333333,14.54975045,31.3417077,2.549833846,409233.8261,1062893.235,3204606.0,3.0,6425601.0,803200.125,1484411.887,3247866.0,231.0,9412302.0,672307.2857,1312026.435,3204606.0,3.0,0,0,0,0,296,488,0.956187692,1.593646154,0,34,11.8,12.64911064,160.0,0,0,0,1,0,0,0,0,1,12.29166667,11.88888889,12.53333333,296,0,0,0,0,0,0,9,107,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
172.16.0.1-192.168.10.50-56118-21-6,172.16.0.1,56118,192.168.10.50,21,6,4/7/2017 9:49,8825120,9,15,110,188.0,26,0,12.22222222,10.02219759,34,0,12.53333333,14.54975045,33.76724622,2.719509763,383700.8696,998036.504,3187492.0,3.0,6049332.0,756166.5,1402388.576,3230079.0,3.0,8825027.0,630359.0714,1232168.372,3187492.0,3.0,0,0,0,0,296,488,1.019816161,1.699693602,0,34,11.92,12.77340988,163.16,0,0,0,1,0,0,0,0,1,12.41666667,12.22222222,12.53333333,296,0,0,0,0,0,0,9,110,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator
